seqName,region_final,clade,source
EPI_ISL_527259|pdm09|HA|Europe|2020-03-02,Europe,6B.1A.5a.1,GISAID
EPI_ISL_412008|pdm09|HA|Europe|2020-02-03,Europe,6B.1A.5a.1,GISAID
EPI_ISL_413974|pdm09|HA|Europe|2020-02-06,Europe,6B.1A.5a,GISAID
EPI_ISL_477447|pdm09|HA|Europe|2020-01-22,Europe,6B.1A.5a.1,GISAID
EPI_ISL_487059|pdm09|HA|Europe|2020-01-29,Europe,6B.1A.5a.1,GISAID
EPI_ISL_534051|pdm09|HA|Europe|2020-01-13,Europe,6B.1A.5a.1,GISAID
EPI_ISL_409902|pdm09|HA|Europe|2020-01-21,Europe,6B.1A.5a.1,GISAID
EPI_ISL_411864|pdm09|HA|Europe|2020-01-22,Europe,6B.1A.5a.2,GISAID
EPI_ISL_11814511|pdm09|HA|Europe|2021-12-24,Europe,6B.1A.5a.1,GISAID
EPI_ISL_8808699|pdm09|HA|Europe|2021-11-22,Europe,6B.1A.5a.1,GISAID
EPI_ISL_12241585|pdm09|HA|Europe|2021-12-21,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_11324734|pdm09|HA|Europe|2021-11-22,Europe,6B.1A.5a.1,GISAID
EPI_ISL_9714219|pdm09|HA|Europe|2022-01-01,Europe,6B.1A.5a.1,GISAID
EPI_ISL_8452353|pdm09|HA|Europe|2021-12-21,Europe,6B.1A.5a.1,GISAID
EPI_ISL_12241584|pdm09|HA|Europe|2021-12-21,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_8769991|pdm09|HA|Europe|2021-10-21,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_12241598|pdm09|HA|Europe|2021-12-07,Europe,6B.1A.5a.1,GISAID
EPI_ISL_9027255|pdm09|HA|Europe|2021-12-09,Europe,6B.1A.5a.1,GISAID
EPI_ISL_10814580|pdm09|HA|Europe|2021-12-13,Europe,6B.1A.5a.1,GISAID
EPI_ISL_13957799|pdm09|HA|Europe|2022-01-01,Europe,6B.1A.5a.1,GISAID
EPI_ISL_12241609|pdm09|HA|Europe|2021-12-15,Europe,6B.1A.5a.1,GISAID
EPI_ISL_5135622|pdm09|HA|Europe|2021-06-14,Europe,6B.1A.5a.1,GISAID
EPI_ISL_9627702|pdm09|HA|Europe|2021-10-26,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_8808703|pdm09|HA|Europe|2021-10-14,Europe,6B.1A.5a.1,GISAID
EPI_ISL_16679013|pdm09|HA|Europe|2022-12-14,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_15602099|pdm09|HA|Europe|2022-09-05,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_16358604|pdm09|HA|Europe|2022-10-13,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_16100059|pdm09|HA|Europe|2022-09-20,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_16822640|pdm09|HA|Europe|2022-04-17,Europe,6B.1A.5a.1,GISAID
EPI_ISL_11886229|pdm09|HA|Europe|2022-03-26,Europe,6B.1A.5a.1,GISAID
EPI_ISL_17072650|pdm09|HA|Europe|2022-12-23,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_16616136|pdm09|HA|Europe|2022-11-21,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_17324330|pdm09|HA|Europe|2022-12-14,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_12567916|pdm09|HA|Europe|2022-04-24,Europe,6B.1A.5a.1,GISAID
EPI_ISL_12429490|pdm09|HA|Europe|2022-04-11,Europe,6B.1A.5a.1,GISAID
EPI_ISL_15728485|pdm09|HA|Europe|2022-10-25,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_16822878|pdm09|HA|Europe|2022-12-27,Europe,6B.1A.5a.2a,GISAID
EPI_ISL_16616069|pdm09|HA|Europe|2022-11-24,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_18130600|pdm09|HA|Europe|2022-11-07,Europe,6B.1A.5a.2a.1,GISAID
EPI_ISL_12429514|pdm09|HA|Europe|2022-04-11,Europe,6B.1A.5a.1,GISAID
EPI_ISL_188963|pdm09|HA|Japan/Korea|2012-12-10,Japan/Korea,6C,GISAID
EPI_ISL_134801|pdm09|HA|Japan/Korea|2012-12-25,Japan/Korea,6C,GISAID
EPI_ISL_133539|pdm09|HA|Japan/Korea|2012-09-13,Japan/Korea,7,GISAID
EPI_ISL_143711|pdm09|HA|Japan/Korea|2013-04-10,Japan/Korea,6C,GISAID
EPI_ISL_154438|pdm09|HA|Japan/Korea|2013-11-28,Japan/Korea,6B,GISAID
EPI_ISL_160148|pdm09|HA|Japan/Korea|2013-11-26,Japan/Korea,6B,GISAID
LC517335|pdm09|HA|Japan/Korea|2013-12-28,Japan/Korea,6B,GenBank
EPI_ISL_159028|pdm09|HA|Japan/Korea|2013-12-16,Japan/Korea,6B,GISAID
EPI_ISL_151405|pdm09|HA|Japan/Korea|2013-09-23,Japan/Korea,6B,GISAID
EPI_ISL_151406|pdm09|HA|Japan/Korea|2013-09-24,Japan/Korea,6B,GISAID
EPI_ISL_150639|pdm09|HA|Japan/Korea|2013-01-22,Japan/Korea,6C,GISAID
EPI_ISL_137633|pdm09|HA|Japan/Korea|2013-01-19,Japan/Korea,7,GISAID
EPI_ISL_150638|pdm09|HA|Japan/Korea|2013-05-20,Japan/Korea,6C,GISAID
LC638035|pdm09|HA|Japan/Korea|2013-12-17,Japan/Korea,6B,GenBank
CY141206|pdm09|HA|Japan/Korea|2013-01-09,Japan/Korea,7,GenBank
EPI_ISL_141802|pdm09|HA|Japan/Korea|2013-02-05,Japan/Korea,6C,GISAID
EPI_ISL_153916|pdm09|HA|Japan/Korea|2013-12-19,Japan/Korea,6B,GISAID
EPI_ISL_153040|pdm09|HA|Japan/Korea|2013-11-20,Japan/Korea,6B,GISAID
LC517337|pdm09|HA|Japan/Korea|2013-12-19,Japan/Korea,6B,GenBank
EPI_ISL_159389|pdm09|HA|Japan/Korea|2014-03-10,Japan/Korea,6B,GISAID
EPI_ISL_162085|pdm09|HA|Japan/Korea|2014-01-29,Japan/Korea,6B,GISAID
EPI_ISL_160513|pdm09|HA|Japan/Korea|2014-01-10,Japan/Korea,6B,GISAID
EPI_ISL_154677|pdm09|HA|Japan/Korea|2014-01-08,Japan/Korea,6B,GISAID
LC517345|pdm09|HA|Japan/Korea|2014-03-01,Japan/Korea,6B,GenBank
EPI_ISL_154683|pdm09|HA|Japan/Korea|2014-01-10,Japan/Korea,6B,GISAID
LC638040|pdm09|HA|Japan/Korea|2014-02-06,Japan/Korea,6B,GenBank
EPI_ISL_156437|pdm09|HA|Japan/Korea|2014-01-17,Japan/Korea,6B,GISAID
KY509752|pdm09|HA|Japan/Korea|2014-01-04,Japan/Korea,6B,GenBank
EPI_ISL_163851|pdm09|HA|Japan/Korea|2014-03-04,Japan/Korea,6B,GISAID
EPI_ISL_160497|pdm09|HA|Japan/Korea|2014-03-04,Japan/Korea,6B,GISAID
EPI_ISL_172642|pdm09|HA|Japan/Korea|2014-12-22,Japan/Korea,6B,GISAID
EPI_ISL_169225|pdm09|HA|Japan/Korea|2014-08-24,Japan/Korea,6B,GISAID
EPI_ISL_156446|pdm09|HA|Japan/Korea|2014-01-18,Japan/Korea,6B,GISAID
EPI_ISL_156756|pdm09|HA|Japan/Korea|2014-01-23,Japan/Korea,6B,GISAID
KY509787|pdm09|HA|Japan/Korea|2014-01-18,Japan/Korea,6B,GenBank
EPI_ISL_213220|pdm09|HA|Japan/Korea|2015-10-12,Japan/Korea,6B.2,GISAID
EPI_ISL_202072|pdm09|HA|Japan/Korea|2015-08-29,Japan/Korea,6B,GISAID
EPI_ISL_217928|pdm09|HA|Japan/Korea|2015-10-23,Japan/Korea,6B.1,GISAID
EPI_ISL_202058|pdm09|HA|Japan/Korea|2015-09-18,Japan/Korea,6B.1,GISAID
EPI_ISL_208254|pdm09|HA|Japan/Korea|2015-12-01,Japan/Korea,6B.2,GISAID
EPI_ISL_208252|pdm09|HA|Japan/Korea|2015-11-26,Japan/Korea,6B.1,GISAID
KY509766|pdm09|HA|Japan/Korea|2015-12-25,Japan/Korea,6B.1,GenBank
KY509772|pdm09|HA|Japan/Korea|2015-12-25,Japan/Korea,6B.1,GenBank
EPI_ISL_234644|pdm09|HA|Japan/Korea|2015-10-21,Japan/Korea,6B.1,GISAID
EPI_ISL_192050|pdm09|HA|Japan/Korea|2015-02-16,Japan/Korea,6B,GISAID
EPI_ISL_192066|pdm09|HA|Japan/Korea|2015-02-16,Japan/Korea,6B,GISAID
EPI_ISL_192056|pdm09|HA|Japan/Korea|2015-03-02,Japan/Korea,6B,GISAID
EPI_ISL_192055|pdm09|HA|Japan/Korea|2015-02-23,Japan/Korea,6B,GISAID
EPI_ISL_208260|pdm09|HA|Japan/Korea|2015-12-10,Japan/Korea,6B.1,GISAID
EPI_ISL_283577|pdm09|HA|Japan/Korea|2015-12-28,Japan/Korea,6B.2,GISAID
EPI_ISL_192068|pdm09|HA|Japan/Korea|2015-02-24,Japan/Korea,6B,GISAID
EPI_ISL_223801|pdm09|HA|Japan/Korea|2016-02-04,Japan/Korea,6B.1,GISAID
CY210020|pdm09|HA|Japan/Korea|2016-03-07,Japan/Korea,6B.1,GenBank
EPI_ISL_253167|pdm09|HA|Japan/Korea|2016-12-01,Japan/Korea,6B.1,GISAID
EPI_ISL_240020|pdm09|HA|Japan/Korea|2016-11-12,Japan/Korea,6B.1,GISAID
LC517355|pdm09|HA|Japan/Korea|2016-02-01,Japan/Korea,6B.1,GenBank
EPI_ISL_217918|pdm09|HA|Japan/Korea|2016-01-12,Japan/Korea,6B.2,GISAID
EPI_ISL_231540|pdm09|HA|Japan/Korea|2016-05-02,Japan/Korea,6B.1,GISAID
EPI_ISL_218902|pdm09|HA|Japan/Korea|2016-02-28,Japan/Korea,6B.1,GISAID
EPI_ISL_216805|pdm09|HA|Japan/Korea|2016-02-22,Japan/Korea,6B.1,GISAID
CY210126|pdm09|HA|Japan/Korea|2016-02-22,Japan/Korea,6B.1,GenBank
EPI_ISL_224231|pdm09|HA|Japan/Korea|2016-02-25,Japan/Korea,6B.1,GISAID
EPI_ISL_236832|pdm09|HA|Japan/Korea|2016-02-01,Japan/Korea,6B.2,GISAID
EPI_ISL_276040|pdm09|HA|Japan/Korea|2016-03-23,Japan/Korea,6B.1,GISAID
EPI_ISL_211994|pdm09|HA|Japan/Korea|2016-01-05,Japan/Korea,6B.1,GISAID
LC638366|pdm09|HA|Japan/Korea|2016-03-07,Japan/Korea,6B.1,GenBank
EPI_ISL_239024|pdm09|HA|Japan/Korea|2016-03-07,Japan/Korea,6B.1,GISAID
EPI_ISL_264315|pdm09|HA|Japan/Korea|2017-01-16,Japan/Korea,6B.1,GISAID
EPI_ISL_340101|pdm09|HA|Japan/Korea|2017-12-07,Japan/Korea,6B.1A,GISAID
EPI_ISL_302792|pdm09|HA|Japan/Korea|2017-12-20,Japan/Korea,6B.1A,GISAID
MH701604|pdm09|HA|Japan/Korea|2017-11-30,Japan/Korea,6B.1A,GenBank
EPI_ISL_282749|pdm09|HA|Japan/Korea|2017-04-26,Japan/Korea,6B.1,GISAID
EPI_ISL_285920|pdm09|HA|Japan/Korea|2017-09-06,Japan/Korea,6B.1A,GISAID
EPI_ISL_274860|pdm09|HA|Japan/Korea|2017-01-30,Japan/Korea,6B.1,GISAID
EPI_ISL_395553|pdm09|HA|Japan/Korea|2017-03-15,Japan/Korea,6B.1,GISAID
EPI_ISL_327613|pdm09|HA|Japan/Korea|2017-10-02,Japan/Korea,6B.1A,GISAID
EPI_ISL_301743|pdm09|HA|Japan/Korea|2017-11-08,Japan/Korea,6B.1A,GISAID
EPI_ISL_302780|pdm09|HA|Japan/Korea|2017-12-02,Japan/Korea,6B.1A,GISAID
EPI_ISL_305543|pdm09|HA|Japan/Korea|2017-12-06,Japan/Korea,6B.1A,GISAID
EPI_ISL_297232|pdm09|HA|Japan/Korea|2017-12-13,Japan/Korea,6B.1A,GISAID
EPI_ISL_285922|pdm09|HA|Japan/Korea|2017-09-11,Japan/Korea,6B.1A,GISAID
EPI_ISL_264331|pdm09|HA|Japan/Korea|2017-02-23,Japan/Korea,6B.1,GISAID
EPI_ISL_340173|pdm09|HA|Japan/Korea|2017-12-12,Japan/Korea,6B.1A,GISAID
EPI_ISL_332414|pdm09|HA|Japan/Korea|2018-09-27,Japan/Korea,6B.1A.5a,GISAID
EPI_ISL_316120|pdm09|HA|Japan/Korea|2018-04-10,Japan/Korea,6B.1A,GISAID
EPI_ISL_320573|pdm09|HA|Japan/Korea|2018-02-07,Japan/Korea,6B.1A,GISAID
EPI_ISL_305552|pdm09|HA|Japan/Korea|2018-01-10,Japan/Korea,6B.1A,GISAID
MK785478|pdm09|HA|Japan/Korea|2018-12-19,Japan/Korea,6B.1A.5a,GenBank
MK786367|pdm09|HA|Japan/Korea|2018-12-18,Japan/Korea,6B.1A.4,GenBank
EPI_ISL_306690|pdm09|HA|Japan/Korea|2018-03-03,Japan/Korea,6B.1A.1,GISAID
EPI_ISL_342364|pdm09|HA|Japan/Korea|2018-12-18,Japan/Korea,6B.1A.5,GISAID
EPI_ISL_340029|pdm09|HA|Japan/Korea|2018-12-24,Japan/Korea,6B.1A.5a,GISAID
EPI_ISL_306927|pdm09|HA|Japan/Korea|2018-01-13,Japan/Korea,6B.1A,GISAID
EPI_ISL_332416|pdm09|HA|Japan/Korea|2018-09-26,Japan/Korea,6B.1A.5,GISAID
EPI_ISL_395555|pdm09|HA|Japan/Korea|2018-05-21,Japan/Korea,6B.1A.5,GISAID
EPI_ISL_352917|pdm09|HA|Japan/Korea|2018-11-20,Japan/Korea,6B.1A.7,GISAID
EPI_ISL_332425|pdm09|HA|Japan/Korea|2018-10-22,Japan/Korea,6B.1A,GISAID
EPI_ISL_395561|pdm09|HA|Japan/Korea|2018-12-08,Japan/Korea,6B.1A.2,GISAID
LC638019|pdm09|HA|Japan/Korea|2018-12-28,Japan/Korea,6B.1A.5a,GenBank
EPI_ISL_403555|pdm09|HA|Japan/Korea|2019-12-09,Japan/Korea,6B.1A.5a.1,GISAID
MK786327|pdm09|HA|Japan/Korea|2019-01-10,Japan/Korea,6B.1A.5a,GenBank
EPI_ISL_415161|pdm09|HA|Japan/Korea|2019-11-15,Japan/Korea,6B.1A.5a.1,GISAID
MN081418|pdm09|HA|Japan/Korea|2019-04-16,Japan/Korea,6B.1A.2,GenBank
EPI_ISL_403546|pdm09|HA|Japan/Korea|2019-11-11,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_365578|pdm09|HA|Japan/Korea|2019-01-22,Japan/Korea,6B.1A.2,GISAID
EPI_ISL_350504|pdm09|HA|Japan/Korea|2019-01-08,Japan/Korea,6B.1A.6,GISAID
EPI_ISL_405456|pdm09|HA|Japan/Korea|2019-12-01,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_400579|pdm09|HA|Japan/Korea|2019-10-24,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_415184|pdm09|HA|Japan/Korea|2019-11-26,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_381705|pdm09|HA|Japan/Korea|2019-02-28,Japan/Korea,6B.1A.5a,GISAID
EPI_ISL_376990|pdm09|HA|Japan/Korea|2019-04-23,Japan/Korea,6B.1A.5a,GISAID
EPI_ISL_394183|pdm09|HA|Japan/Korea|2019-08-31,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_405378|pdm09|HA|Japan/Korea|2019-11-18,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_710495|pdm09|HA|Japan/Korea|2019-09-02,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_408554|pdm09|HA|Japan/Korea|2019-12-16,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_414850|pdm09|HA|Japan/Korea|2020-01-17,Japan/Korea,6B.1A.5a.2,GISAID
EPI_ISL_877768|pdm09|HA|Japan/Korea|2020-10-27,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_414878|pdm09|HA|Japan/Korea|2020-01-10,Japan/Korea,6B.1A.5a.2,GISAID
EPI_ISL_572188|pdm09|HA|Japan/Korea|2020-01-24,Japan/Korea,6B.1A.5a.2,GISAID
LC719632|pdm09|HA|Japan/Korea|2020-03-01,Japan/Korea,6B.1A.5a.1,GenBank
EPI_ISL_414757|pdm09|HA|Japan/Korea|2020-01-21,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_420859|pdm09|HA|Japan/Korea|2020-01-21,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_419321|pdm09|HA|Japan/Korea|2020-01-20,Japan/Korea,6B.1A.5a.1,GISAID
LC638027|pdm09|HA|Japan/Korea|2020-01-08,Japan/Korea,6B.1A.5a.1,GenBank
EPI_ISL_420857|pdm09|HA|Japan/Korea|2020-01-19,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_419339|pdm09|HA|Japan/Korea|2020-01-20,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_1386248|pdm09|HA|Japan/Korea|2020-03-17,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_410501|pdm09|HA|Japan/Korea|2020-01-08,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_4080499|pdm09|HA|Japan/Korea|2020-10-27,Japan/Korea,6B.1A.5a.1,GISAID
EPI_ISL_411921|pdm09|HA|Japan/Korea|2020-01-15,Japan/Korea,6B.1A.5a.2,GISAID
LC638029|pdm09|HA|Japan/Korea|2020-01-14,Japan/Korea,6B.1A.5a.1,GenBank
EPI_ISL_17150681|pdm09|HA|Japan/Korea|2022-12-26,Japan/Korea,6B.1A.5a.2a.1,GISAID
EPI_ISL_17244487|pdm09|HA|Japan/Korea|2022-12-09,Japan/Korea,6B.1A.5a.2a,GISAID
EPI_ISL_18052125|pdm09|HA|Japan/Korea|2022-08-26,Japan/Korea,6B.1A.5a.2a.1,GISAID
EPI_ISL_334473|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_133164|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_334472|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_334474|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_334471|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_133165|pdm09|HA|NorthChina|2012-11-19,North China,6C,GISAID
EPI_ISL_178236|pdm09|HA|NorthChina|2013-12-17,North China,6B,GISAID
KU710469|pdm09|HA|NorthChina|2013-12-27,North China,6B,GenBank
KU710451|pdm09|HA|NorthChina|2013-02-04,North China,6C,GenBank
EPI_ISL_153349|pdm09|HA|NorthChina|2013-12-04,North China,6B,GISAID
KU710487|pdm09|HA|NorthChina|2013-03-25,North China,6C,GenBank
MG982585|pdm09|HA|NorthChina|2013-03-11,North China,6C,GenBank
KF471291|pdm09|HA|NorthChina|2013-01-12,North China,6C,GenBank
KU710466|pdm09|HA|NorthChina|2013-12-23,North China,6B,GenBank
KU710452|pdm09|HA|NorthChina|2013-02-05,North China,6C,GenBank
EPI_ISL_178228|pdm09|HA|NorthChina|2013-12-18,North China,6B,GISAID
KU710464|pdm09|HA|NorthChina|2013-03-25,North China,6B,GenBank
KU710486|pdm09|HA|NorthChina|2013-03-18,North China,6C,GenBank
KU710450|pdm09|HA|NorthChina|2013-01-28,North China,6C,GenBank
EPI_ISL_153292|pdm09|HA|NorthChina|2013-09-29,North China,6B,GISAID
KU710482|pdm09|HA|NorthChina|2013-02-05,North China,6C,GenBank
KF471292|pdm09|HA|NorthChina|2013-01-12,North China,6C,GenBank
KU710454|pdm09|HA|NorthChina|2014-01-20,North China,6B,GenBank
MG982593|pdm09|HA|NorthChina|2014-02-06,North China,6B,GenBank
KU710458|pdm09|HA|NorthChina|2014-02-06,North China,6B,GenBank
KU710467|pdm09|HA|NorthChina|2013-12-30,North China,6B,GenBank
EPI_ISL_178243|pdm09|HA|NorthChina|2014-02-03,North China,6B,GISAID
KU710457|pdm09|HA|NorthChina|2014-01-20,North China,6B,GenBank
MG982594|pdm09|HA|NorthChina|2014-01-25,North China,6B,GenBank
MG982592|pdm09|HA|NorthChina|2014-02-06,North China,6B,GenBank
KU710471|pdm09|HA|NorthChina|2014-01-14,North China,6B,GenBank
KU710475|pdm09|HA|NorthChina|2014-01-17,North China,6B,GenBank
KU710474|pdm09|HA|NorthChina|2014-01-20,North China,6B,GenBank
EPI_ISL_178223|pdm09|HA|NorthChina|2014-02-27,North China,6B,GISAID
KU710477|pdm09|HA|NorthChina|2014-01-20,North China,6B,GenBank
KU710472|pdm09|HA|NorthChina|2014-01-14,North China,6B,GenBank
KU710468|pdm09|HA|NorthChina|2013-12-30,North China,6B,GenBank
MG982591|pdm09|HA|NorthChina|2014-02-05,North China,6B,GenBank
EPI_ISL_212621|pdm09|HA|NorthChina|2015-12-28,North China,6B.2,GISAID
EPI_ISL_178029|pdm09|HA|NorthChina|2015-01-08,North China,6B,GISAID
EPI_ISL_207709|pdm09|HA|NorthChina|2016-01-01,North China,6B.2,GISAID
EPI_ISL_212610|pdm09|HA|NorthChina|2015-12-28,North China,6B.2,GISAID
EPI_ISL_207749|pdm09|HA|NorthChina|2015-12-29,North China,6B.2,GISAID
EPI_ISL_334444|pdm09|HA|NorthChina|2015-12-28,North China,6B.2,GISAID
EPI_ISL_334445|pdm09|HA|NorthChina|2015-12-28,North China,6B.1,GISAID
EPI_ISL_207754|pdm09|HA|NorthChina|2015-12-16,North China,6B.1,GISAID
EPI_ISL_212623|pdm09|HA|NorthChina|2015-12-14,North China,6B.1,GISAID
EPI_ISL_212624|pdm09|HA|NorthChina|2015-12-18,North China,6B.1,GISAID
EPI_ISL_212670|pdm09|HA|NorthChina|2015-12-21,North China,6B.2,GISAID
EPI_ISL_334443|pdm09|HA|NorthChina|2015-12-28,North China,6B.2,GISAID
MG982598|pdm09|HA|NorthChina|2016-01-03,North China,6B.2,GenBank
EPI_ISL_178024|pdm09|HA|NorthChina|2015-03-06,North China,6B,GISAID
EPI_ISL_212626|pdm09|HA|NorthChina|2015-12-21,North China,6B.2,GISAID
EPI_ISL_334446|pdm09|HA|NorthChina|2015-12-28,North China,6B.1,GISAID
MG982604|pdm09|HA|NorthChina|2016-04-06,North China,6B.1,GenBank
EPI_ISL_223487|pdm09|HA|NorthChina|2016-02-03,North China,6B.1,GISAID
EPI_ISL_225332|pdm09|HA|NorthChina|2016-04-06,North China,6B.1,GISAID
EPI_ISL_225351|pdm09|HA|NorthChina|2016-03-01,North China,6B.1,GISAID
EPI_ISL_225325|pdm09|HA|NorthChina|2016-03-09,North China,6B.1,GISAID
EPI_ISL_225349|pdm09|HA|NorthChina|2016-03-08,North China,6B.1,GISAID
EPI_ISL_225330|pdm09|HA|NorthChina|2016-04-07,North China,6B.1,GISAID
EPI_ISL_253293|pdm09|HA|NorthChina|2016-11-28,North China,6B.1,GISAID
EPI_ISL_225331|pdm09|HA|NorthChina|2016-04-07,North China,6B.2,GISAID
EPI_ISL_225346|pdm09|HA|NorthChina|2016-03-08,North China,6B.1,GISAID
MG982605|pdm09|HA|NorthChina|2016-03-15,North China,6B.2,GenBank
EPI_ISL_212608|pdm09|HA|NorthChina|2016-01-05,North China,6B.1,GISAID
MG982599|pdm09|HA|NorthChina|2016-01-07,North China,6B.2,GenBank
EPI_ISL_223471|pdm09|HA|NorthChina|2016-01-25,North China,6B.1,GISAID
EPI_ISL_223472|pdm09|HA|NorthChina|2016-01-09,North China,6B.2,GISAID
EPI_ISL_225333|pdm09|HA|NorthChina|2016-05-16,North China,6B.1,GISAID
EPI_ISL_253305|pdm09|HA|NorthChina|2017-01-09,North China,6B.1,GISAID
MN559732|pdm09|HA|NorthChina|2017-02-08,North China,6B.1,GenBank
EPI_ISL_253310|pdm09|HA|NorthChina|2017-01-03,North China,6B.1,GISAID
EPI_ISL_270608|pdm09|HA|NorthChina|2017-05-19,North China,6B.1,GISAID
EPI_ISL_314046|pdm09|HA|NorthChina|2017-12-06,North China,6B.1A,GISAID
EPI_ISL_270736|pdm09|HA|NorthChina|2017-03-03,North China,6B.1,GISAID
MG982609|pdm09|HA|NorthChina|2017-02-11,North China,6B.1,GenBank
EPI_ISL_270731|pdm09|HA|NorthChina|2017-03-07,North China,6B.1,GISAID
EPI_ISL_270660|pdm09|HA|NorthChina|2017-03-28,North China,6B.1,GISAID
EPI_ISL_270741|pdm09|HA|NorthChina|2017-02-15,North China,6B.1,GISAID
EPI_ISL_253294|pdm09|HA|NorthChina|2017-01-11,North China,6B.1,GISAID
EPI_ISL_292790|pdm09|HA|NorthChina|2017-11-08,North China,6B.1,GISAID
MG982615|pdm09|HA|NorthChina|2017-04-01,North China,6B.1,GenBank
EPI_ISL_270637|pdm09|HA|NorthChina|2017-05-02,North China,6B.1,GISAID
EPI_ISL_270726|pdm09|HA|NorthChina|2017-03-11,North China,6B.1,GISAID
EPI_ISL_270640|pdm09|HA|NorthChina|2017-04-21,North China,6B.1,GISAID
EPI_ISL_334595|pdm09|HA|NorthChina|2018-10-29,North China,6B.1A,GISAID
EPI_ISL_367329|pdm09|HA|NorthChina|2018-12-10,North China,6B.1A.5,GISAID
EPI_ISL_331569|pdm09|HA|NorthChina|2018-03-14,North China,6B.1A.1,GISAID
EPI_ISL_334557|pdm09|HA|NorthChina|2018-11-14,North China,6B.1A.1,GISAID
EPI_ISL_344289|pdm09|HA|NorthChina|2018-12-24,North China,6B.1A.2,GISAID
EPI_ISL_334573|pdm09|HA|NorthChina|2018-11-19,North China,6B.1A,GISAID
EPI_ISL_390378|pdm09|HA|NorthChina|2018-12-10,North China,6B.1A.2,GISAID
EPI_ISL_335125|pdm09|HA|NorthChina|2018-03-05,North China,6B.1A,GISAID
EPI_ISL_334574|pdm09|HA|NorthChina|2018-11-16,North China,6B.1A,GISAID
EPI_ISL_335066|pdm09|HA|NorthChina|2018-04-13,North China,6B.1A.1,GISAID
EPI_ISL_337357|pdm09|HA|NorthChina|2018-12-26,North China,6B.1A,GISAID
EPI_ISL_297038|pdm09|HA|NorthChina|2018-01-03,North China,6B.1A,GISAID
EPI_ISL_337349|pdm09|HA|NorthChina|2018-12-19,North China,6B.1A.5a,GISAID
EPI_ISL_337315|pdm09|HA|NorthChina|2018-12-18,North China,6B.1A,GISAID
MN559738|pdm09|HA|NorthChina|2018-01-25,North China,6B.1A.1,GenBank
EPI_ISL_334565|pdm09|HA|NorthChina|2018-11-23,North China,6B.1A,GISAID
EPI_ISL_410619|pdm09|HA|NorthChina|2019-12-23,North China,6B.1A.5a.1,GISAID
EPI_ISL_402269|pdm09|HA|NorthChina|2019-10-21,North China,6B.1A.5a.1,GISAID
EPI_ISL_402181|pdm09|HA|NorthChina|2019-12-13,North China,6B.1A.5a,GISAID
EPI_ISL_367296|pdm09|HA|NorthChina|2019-03-12,North China,6B.1A.6,GISAID
EPI_ISL_367247|pdm09|HA|NorthChina|2019-03-27,North China,6B.1A.5a,GISAID
EPI_ISL_410706|pdm09|HA|NorthChina|2019-12-18,North China,6B.1A.5a.1,GISAID
EPI_ISL_367235|pdm09|HA|NorthChina|2019-03-12,North China,6B.1A.5a,GISAID
EPI_ISL_337348|pdm09|HA|NorthChina|2019-01-02,North China,6B.1A.6,GISAID
EPI_ISL_367209|pdm09|HA|NorthChina|2019-04-12,North China,6B.1A.5a,GISAID
EPI_ISL_337376|pdm09|HA|NorthChina|2019-01-08,North China,6B.1A.1,GISAID
EPI_ISL_367316|pdm09|HA|NorthChina|2019-01-01,North China,6B.1A,GISAID
MN559740|pdm09|HA|NorthChina|2019-01-16,North China,6B.1A.5a,GenBank
