seqName,region_final,clade,source
EPI_ISL_316632|Yamagata|HA|Europe|2018-02-18,Europe,Y3,GISAID
EPI_ISL_320589|Yamagata|HA|Europe|2018-03-12,Europe,Y3,GISAID
EPI_ISL_301663|Yamagata|HA|Europe|2018-02-01,Europe,Y3,GISAID
MK829806|BY|HA|Europe|2018-01-08,Europe,Y3,GenBank
EPI_ISL_314724|Yamagata|HA|Europe|2018-03-12,Europe,Y3,GISAID
EPI_ISL_299477|Yamagata|HA|Europe|2018-01-16,Europe,Y3,GISAID
EPI_ISL_298054|Yamagata|HA|Europe|2018-01-03,Europe,Y3,GISAID
EPI_ISL_314743|Yamagata|HA|Europe|2018-02-01,Europe,Y3,GISAID
EPI_ISL_313960|Yamagata|HA|Europe|2018-01-02,Europe,Y3,GISAID
EPI_ISL_302623|Yamagata|HA|Europe|2018-01-12,Europe,Y3,GISAID
EPI_ISL_409842|Yamagata|HA|Europe|2019-12-17,Europe,Y3,GISAID
EPI_ISL_406380|Yamagata|HA|Europe|2019-12-11,Europe,Y3,GISAID
EPI_ISL_343319|Yamagata|HA|Europe|2019-02-18,Europe,Y3,GISAID
EPI_ISL_486986|Yamagata|HA|Europe|2019-12-16,Europe,Y3,GISAID
EPI_ISL_393883|Yamagata|HA|Europe|2019-04-29,Europe,Y3,GISAID
EPI_ISL_393884|Yamagata|HA|Europe|2019-05-02,Europe,Y3,GISAID
EPI_ISL_364898|Yamagata|HA|Europe|2019-01-21,Europe,Y3,GISAID
EPI_ISL_393872|Yamagata|HA|Europe|2019-03-19,Europe,Y3,GISAID
EPI_ISL_389149|Yamagata|HA|Europe|2019-01-14,Europe,Y3,GISAID
EPI_ISL_400387|Yamagata|HA|Europe|2019-10-28,Europe,Y3,GISAID
EPI_ISL_406379|Yamagata|HA|Europe|2019-12-02,Europe,Y3,GISAID
EPI_ISL_486985|Yamagata|HA|Europe|2019-12-04,Europe,Y3,GISAID
EPI_ISL_352083|Yamagata|HA|Europe|2019-01-24,Europe,Y3,GISAID
EPI_ISL_400420|Yamagata|HA|Europe|2019-11-27,Europe,Y3,GISAID
EPI_ISL_355248|Yamagata|HA|Europe|2019-02-20,Europe,Y3,GISAID
EPI_ISL_389903|Yamagata|HA|Europe|2019-03-23,Europe,Y3,GISAID
EPI_ISL_389153|Yamagata|HA|Europe|2019-05-23,Europe,Y3,GISAID
EPI_ISL_513977|Yamagata|HA|Europe|2019-03-08,Europe,Y3,GISAID
EPI_ISL_389150|Yamagata|HA|Europe|2019-02-06,Europe,Y3,GISAID
EPI_ISL_397332|Yamagata|HA|Europe|2019-05-13,Europe,Y3,GISAID
EPI_ISL_364899|Yamagata|HA|Europe|2019-03-14,Europe,Y3,GISAID
EPI_ISL_104819|Yamagata|HA|Japan/Korea|2011-11-21,Japan/Korea,Y1,GISAID
EPI_ISL_93289|Yamagata|HA|Japan/Korea|2011-01-25,Japan/Korea,Y1,GISAID
EPI_ISL_93290|Yamagata|HA|Japan/Korea|2011-02-28,Japan/Korea,Y1,GISAID
EPI_ISL_103624|Yamagata|HA|Japan/Korea|2011-09-30,Japan/Korea,Y2,GISAID
EPI_ISL_95495|Yamagata|HA|Japan/Korea|2011-04-13,Japan/Korea,Y1,GISAID
EPI_ISL_94374|Yamagata|HA|Japan/Korea|2011-04-18,Japan/Korea,Y1,GISAID
EPI_ISL_94379|Yamagata|HA|Japan/Korea|2011-04-09,Japan/Korea,Y1,GISAID
EPI_ISL_94376|Yamagata|HA|Japan/Korea|2011-03-24,Japan/Korea,Y1,GISAID
EPI_ISL_104823|Yamagata|HA|Japan/Korea|2011-12-19,Japan/Korea,Y1,GISAID
EPI_ISL_106354|Yamagata|HA|Japan/Korea|2011-11-12,Japan/Korea,Y1,GISAID
EPI_ISL_94372|Yamagata|HA|Japan/Korea|2011-02-08,Japan/Korea,Y1,GISAID
EPI_ISL_95299|Yamagata|HA|Japan/Korea|2011-02-28,Japan/Korea,Y1,GISAID
EPI_ISL_104820|Yamagata|HA|Japan/Korea|2011-12-26,Japan/Korea,Y2,GISAID
JN790295|BY|HA|Japan/Korea|2011-02-17,Japan/Korea,Y1,GenBank
EPI_ISL_94373|Yamagata|HA|Japan/Korea|2011-03-02,Japan/Korea,Y1,GISAID
JN790299|BY|HA|Japan/Korea|2011-02-14,Japan/Korea,Y1,GenBank
EPI_ISL_93288|Yamagata|HA|Japan/Korea|2011-02-04,Japan/Korea,Y1,GISAID
EPI_ISL_100061|Yamagata|HA|Japan/Korea|2011-10-26,Japan/Korea,Y2,GISAID
EPI_ISL_100064|Yamagata|HA|Japan/Korea|2011-10-21,Japan/Korea,Y2,GISAID
MF440984|BY|HA|Japan/Korea|2011-12-01,Japan/Korea,Y2,GenBank
EPI_ISL_100062|Yamagata|HA|Japan/Korea|2011-11-01,Japan/Korea,Y1,GISAID
EPI_ISL_121890|Yamagata|HA|Japan/Korea|2012-02-04,Japan/Korea,Y2,GISAID
EPI_ISL_128338|Yamagata|HA|Japan/Korea|2012-02-18,Japan/Korea,Y2,GISAID
EPI_ISL_121892|Yamagata|HA|Japan/Korea|2012-02-08,Japan/Korea,Y1,GISAID
EPI_ISL_150535|Yamagata|HA|Japan/Korea|2012-12-28,Japan/Korea,Y2,GISAID
EPI_ISL_106356|Yamagata|HA|Japan/Korea|2012-01-13,Japan/Korea,Y1,GISAID
EPI_ISL_145014|Yamagata|HA|Japan/Korea|2012-11-21,Japan/Korea,Y2,GISAID
EPI_ISL_121894|Yamagata|HA|Japan/Korea|2012-02-15,Japan/Korea,Y2,GISAID
EPI_ISL_150542|Yamagata|HA|Japan/Korea|2012-12-18,Japan/Korea,Y2,GISAID
EPI_ISL_117340|Yamagata|HA|Japan/Korea|2012-01-31,Japan/Korea,Y1,GISAID
EPI_ISL_117339|Yamagata|HA|Japan/Korea|2012-01-04,Japan/Korea,Y2,GISAID
EPI_ISL_117344|Yamagata|HA|Japan/Korea|2012-02-06,Japan/Korea,Y2,GISAID
EPI_ISL_123256|Yamagata|HA|Japan/Korea|2012-04-11,Japan/Korea,Y2,GISAID
EPI_ISL_129029|Yamagata|HA|Japan/Korea|2012-04-18,Japan/Korea,Y2,GISAID
EPI_ISL_117343|Yamagata|HA|Japan/Korea|2012-01-11,Japan/Korea,Y1,GISAID
EPI_ISL_121891|Yamagata|HA|Japan/Korea|2012-02-09,Japan/Korea,Y1,GISAID
EPI_ISL_128325|Yamagata|HA|Japan/Korea|2012-05-13,Japan/Korea,Y2,GISAID
EPI_ISL_133555|Yamagata|HA|Japan/Korea|2012-12-07,Japan/Korea,Y2,GISAID
EPI_ISL_137263|Yamagata|HA|Japan/Korea|2012-12-26,Japan/Korea,Y2,GISAID
EPI_ISL_121889|Yamagata|HA|Japan/Korea|2012-01-16,Japan/Korea,Y1,GISAID
EPI_ISL_106355|Yamagata|HA|Japan/Korea|2012-01-18,Japan/Korea,Y2,GISAID
EPI_ISL_104824|Yamagata|HA|Japan/Korea|2012-01-06,Japan/Korea,Y1,GISAID
EPI_ISL_143718|Yamagata|HA|Japan/Korea|2013-04-24,Japan/Korea,Y2,GISAID
EPI_ISL_137267|Yamagata|HA|Japan/Korea|2013-01-09,Japan/Korea,Y2,GISAID
EPI_ISL_155596|Yamagata|HA|Japan/Korea|2013-12-16,Japan/Korea,Y3,GISAID
EPI_ISL_155595|Yamagata|HA|Japan/Korea|2013-12-22,Japan/Korea,Y3,GISAID
EPI_ISL_150533|Yamagata|HA|Japan/Korea|2013-02-04,Japan/Korea,Y2,GISAID
EPI_ISL_145010|Yamagata|HA|Japan/Korea|2013-03-09,Japan/Korea,Y2,GISAID
EPI_ISL_145020|Yamagata|HA|Japan/Korea|2013-02-25,Japan/Korea,Y2,GISAID
EPI_ISL_145013|Yamagata|HA|Japan/Korea|2013-05-22,Japan/Korea,Y2,GISAID
EPI_ISL_150538|Yamagata|HA|Japan/Korea|2013-01-21,Japan/Korea,Y3,GISAID
EPI_ISL_138594|Yamagata|HA|Japan/Korea|2013-02-04,Japan/Korea,Y3,GISAID
EPI_ISL_145042|Yamagata|HA|Japan/Korea|2013-06-05,Japan/Korea,Y2,GISAID
EPI_ISL_140293|Yamagata|HA|Japan/Korea|2013-01-16,Japan/Korea,Y2,GISAID
EPI_ISL_148091|Yamagata|HA|Japan/Korea|2013-06-02,Japan/Korea,Y2,GISAID
EPI_ISL_138589|Yamagata|HA|Japan/Korea|2013-01-28,Japan/Korea,Y2,GISAID
EPI_ISL_150528|Yamagata|HA|Japan/Korea|2013-01-15,Japan/Korea,Y2,GISAID
EPI_ISL_143730|Yamagata|HA|Japan/Korea|2013-06-03,Japan/Korea,Y2,GISAID
EPI_ISL_143720|Yamagata|HA|Japan/Korea|2013-05-02,Japan/Korea,Y2,GISAID
EPI_ISL_150536|Yamagata|HA|Japan/Korea|2013-01-21,Japan/Korea,Y2,GISAID
EPI_ISL_146067|Yamagata|HA|Japan/Korea|2013-04-27,Japan/Korea,Y2,GISAID
EPI_ISL_145009|Yamagata|HA|Japan/Korea|2013-02-14,Japan/Korea,Y1,GISAID
EPI_ISL_146071|Yamagata|HA|Japan/Korea|2013-05-14,Japan/Korea,Y2,GISAID
EPI_ISL_163175|Yamagata|HA|Japan/Korea|2014-03-20,Japan/Korea,Y3,GISAID
EPI_ISL_164694|Yamagata|HA|Japan/Korea|2014-04-14,Japan/Korea,Y3,GISAID
EPI_ISL_168069|Yamagata|HA|Japan/Korea|2014-05-12,Japan/Korea,Y3,GISAID
EPI_ISL_163827|Yamagata|HA|Japan/Korea|2014-01-15,Japan/Korea,Y2,GISAID
LC033209|BY|HA|Japan/Korea|2014-03-03,Japan/Korea,Y2,GenBank
EPI_ISL_169592|Yamagata|HA|Japan/Korea|2014-09-26,Japan/Korea,Y3,GISAID
LC032929|BY|HA|Japan/Korea|2014-03-18,Japan/Korea,Y2,GenBank
EPI_ISL_163854|Yamagata|HA|Japan/Korea|2014-02-03,Japan/Korea,Y3,GISAID
EPI_ISL_166247|Yamagata|HA|Japan/Korea|2014-05-13,Japan/Korea,Y3,GISAID
EPI_ISL_172219|Yamagata|HA|Japan/Korea|2014-12-23,Japan/Korea,Y2,GISAID
EPI_ISL_163822|Yamagata|HA|Japan/Korea|2014-01-14,Japan/Korea,Y2,GISAID
LC033225|BY|HA|Japan/Korea|2014-03-17,Japan/Korea,Y2,GenBank
EPI_ISL_162082|Yamagata|HA|Japan/Korea|2014-03-04,Japan/Korea,Y2,GISAID
CY187766|BY|HA|Japan/Korea|2014-03-18,Japan/Korea,Y2,GenBank
LC033385|BY|HA|Japan/Korea|2014-03-28,Japan/Korea,Y3,GenBank
LC032937|BY|HA|Japan/Korea|2014-03-05,Japan/Korea,Y3,GenBank
KP144962|BY|HA|Japan/Korea|2014-01-03,Japan/Korea,Y3,GenBank
EPI_ISL_170093|Yamagata|HA|Japan/Korea|2014-12-08,Japan/Korea,Y3,GISAID
EPI_ISL_162452|Yamagata|HA|Japan/Korea|2014-01-27,Japan/Korea,Y3,GISAID
EPI_ISL_163863|Yamagata|HA|Japan/Korea|2014-01-21,Japan/Korea,Y3,GISAID
EPI_ISL_172613|Yamagata|HA|Japan/Korea|2014-12-09,Japan/Korea,Y3,GISAID
EPI_ISL_177628|Yamagata|HA|Japan/Korea|2015-02-05,Japan/Korea,Y3,GISAID
EPI_ISL_177037|Yamagata|HA|Japan/Korea|2015-01-13,Japan/Korea,Y3,GISAID
EPI_ISL_192521|Yamagata|HA|Japan/Korea|2015-04-01,Japan/Korea,Y3,GISAID
EPI_ISL_195736|Yamagata|HA|Japan/Korea|2015-05-21,Japan/Korea,Y3,GISAID
EPI_ISL_177631|Yamagata|HA|Japan/Korea|2015-01-24,Japan/Korea,Y3,GISAID
EPI_ISL_195734|Yamagata|HA|Japan/Korea|2015-03-24,Japan/Korea,Y3,GISAID
EPI_ISL_179162|Yamagata|HA|Japan/Korea|2015-02-23,Japan/Korea,Y3,GISAID
EPI_ISL_203510|Yamagata|HA|Japan/Korea|2015-10-20,Japan/Korea,Y3,GISAID
EPI_ISL_211783|Yamagata|HA|Japan/Korea|2015-11-28,Japan/Korea,Y3,GISAID
EPI_ISL_190861|Yamagata|HA|Japan/Korea|2015-01-30,Japan/Korea,Y3,GISAID
EPI_ISL_211780|Yamagata|HA|Japan/Korea|2015-12-01,Japan/Korea,Y3,GISAID
EPI_ISL_192515|Yamagata|HA|Japan/Korea|2015-03-23,Japan/Korea,Y3,GISAID
EPI_ISL_208237|Yamagata|HA|Japan/Korea|2015-10-26,Japan/Korea,Y3,GISAID
EPI_ISL_190863|Yamagata|HA|Japan/Korea|2015-02-21,Japan/Korea,Y3,GISAID
EPI_ISL_192532|Yamagata|HA|Japan/Korea|2015-04-23,Japan/Korea,Y3,GISAID
EPI_ISL_215166|Yamagata|HA|Japan/Korea|2015-12-14,Japan/Korea,Y3,GISAID
EPI_ISL_195767|Yamagata|HA|Japan/Korea|2015-04-06,Japan/Korea,Y3,GISAID
EPI_ISL_195733|Yamagata|HA|Japan/Korea|2015-04-13,Japan/Korea,Y3,GISAID
EPI_ISL_195760|Yamagata|HA|Japan/Korea|2015-03-31,Japan/Korea,Y3,GISAID
EPI_ISL_208234|Yamagata|HA|Japan/Korea|2015-11-12,Japan/Korea,Y3,GISAID
EPI_ISL_196547|Yamagata|HA|Japan/Korea|2015-03-25,Japan/Korea,Y3,GISAID
EPI_ISL_283989|Yamagata|HA|Japan/Korea|2016-02-29,Japan/Korea,Y3,GISAID
EPI_ISL_250881|Yamagata|HA|Japan/Korea|2016-12-10,Japan/Korea,Y3,GISAID
EPI_ISL_217911|Yamagata|HA|Japan/Korea|2016-02-01,Japan/Korea,Y3,GISAID
EPI_ISL_253178|Yamagata|HA|Japan/Korea|2016-12-19,Japan/Korea,Y3,GISAID
EPI_ISL_214588|Yamagata|HA|Japan/Korea|2016-02-18,Japan/Korea,Y3,GISAID
CY210144|BY|HA|Japan/Korea|2016-04-21,Japan/Korea,Y3,GenBank
EPI_ISL_283984|Yamagata|HA|Japan/Korea|2016-03-23,Japan/Korea,Y3,GISAID
EPI_ISL_284003|Yamagata|HA|Japan/Korea|2016-01-12,Japan/Korea,Y3,GISAID
EPI_ISL_215682|Yamagata|HA|Japan/Korea|2016-01-18,Japan/Korea,Y3,GISAID
EPI_ISL_250880|Yamagata|HA|Japan/Korea|2016-11-16,Japan/Korea,Y3,GISAID
CY210078|BY|HA|Japan/Korea|2016-03-23,Japan/Korea,Y3,GenBank
EPI_ISL_262872|Yamagata|HA|Japan/Korea|2016-03-16,Japan/Korea,Y3,GISAID
EPI_ISL_213048|Yamagata|HA|Japan/Korea|2016-01-20,Japan/Korea,Y3,GISAID
EPI_ISL_213046|Yamagata|HA|Japan/Korea|2016-01-11,Japan/Korea,Y3,GISAID
EPI_ISL_225425|Yamagata|HA|Japan/Korea|2016-02-01,Japan/Korea,Y3,GISAID
EPI_ISL_262874|Yamagata|HA|Japan/Korea|2016-04-24,Japan/Korea,Y3,GISAID
CY208323|BY|HA|Japan/Korea|2016-02-18,Japan/Korea,Y3,GenBank
EPI_ISL_225426|Yamagata|HA|Japan/Korea|2016-04-05,Japan/Korea,Y3,GISAID
EPI_ISL_220896|Yamagata|HA|Japan/Korea|2016-02-06,Japan/Korea,Y3,GISAID
EPI_ISL_270287|Yamagata|HA|Japan/Korea|2016-03-10,Japan/Korea,Y3,GISAID
EPI_ISL_215987|Yamagata|HA|Japan/Korea|2016-01-18,Japan/Korea,Y3,GISAID
EPI_ISL_300377|Yamagata|HA|Japan/Korea|2017-11-21,Japan/Korea,Y3,GISAID
EPI_ISL_281383|Yamagata|HA|Japan/Korea|2017-05-07,Japan/Korea,Y3,GISAID
MG787919|BY|HA|Japan/Korea|2017-03-02,Japan/Korea,Y3,GenBank
EPI_ISL_297181|Yamagata|HA|Japan/Korea|2017-10-06,Japan/Korea,Y3,GISAID
EPI_ISL_286773|Yamagata|HA|Japan/Korea|2017-08-30,Japan/Korea,Y3,GISAID
EPI_ISL_281388|Yamagata|HA|Japan/Korea|2017-07-07,Japan/Korea,Y3,GISAID
EPI_ISL_305546|Yamagata|HA|Japan/Korea|2017-12-21,Japan/Korea,Y3,GISAID
MG787927|BY|HA|Japan/Korea|2017-03-28,Japan/Korea,Y3,GenBank
EPI_ISL_306060|Yamagata|HA|Japan/Korea|2017-12-04,Japan/Korea,Y3,GISAID
EPI_ISL_268529|Yamagata|HA|Japan/Korea|2017-03-17,Japan/Korea,Y3,GISAID
EPI_ISL_268543|Yamagata|HA|Japan/Korea|2017-03-09,Japan/Korea,Y3,GISAID
EPI_ISL_266264|Yamagata|HA|Japan/Korea|2017-02-21,Japan/Korea,Y3,GISAID
EPI_ISL_308765|Yamagata|HA|Japan/Korea|2017-09-01,Japan/Korea,Y3,GISAID
EPI_ISL_315183|Yamagata|HA|Japan/Korea|2017-12-19,Japan/Korea,Y3,GISAID
EPI_ISL_270283|Yamagata|HA|Japan/Korea|2017-02-15,Japan/Korea,Y3,GISAID
EPI_ISL_268532|Yamagata|HA|Japan/Korea|2017-02-28,Japan/Korea,Y3,GISAID
EPI_ISL_266260|Yamagata|HA|Japan/Korea|2017-03-10,Japan/Korea,Y3,GISAID
EPI_ISL_289515|Yamagata|HA|Japan/Korea|2017-09-06,Japan/Korea,Y3,GISAID
MH706549|BY|HA|Japan/Korea|2017-12-13,Japan/Korea,Y3,GenBank
EPI_ISL_259039|Yamagata|HA|Japan/Korea|2017-01-10,Japan/Korea,Y3,GISAID
EPI_ISL_315187|Yamagata|HA|Japan/Korea|2018-01-04,Japan/Korea,Y3,GISAID
EPI_ISL_390987|Yamagata|HA|Japan/Korea|2018-01-18,Japan/Korea,Y3,GISAID
EPI_ISL_313903|Yamagata|HA|Japan/Korea|2018-02-09,Japan/Korea,Y3,GISAID
EPI_ISL_390944|Yamagata|HA|Japan/Korea|2018-01-17,Japan/Korea,Y3,GISAID
EPI_ISL_390949|Yamagata|HA|Japan/Korea|2018-01-16,Japan/Korea,Y3,GISAID
EPI_ISL_306065|Yamagata|HA|Japan/Korea|2018-02-13,Japan/Korea,Y3,GISAID
EPI_ISL_373151|Yamagata|HA|Japan/Korea|2018-02-02,Japan/Korea,Y3,GISAID
EPI_ISL_390958|Yamagata|HA|Japan/Korea|2018-02-13,Japan/Korea,Y3,GISAID
EPI_ISL_309787|Yamagata|HA|Japan/Korea|2018-03-03,Japan/Korea,Y3,GISAID
EPI_ISL_321500|Yamagata|HA|Japan/Korea|2018-05-15,Japan/Korea,Y3,GISAID
EPI_ISL_390985|Yamagata|HA|Japan/Korea|2018-01-16,Japan/Korea,Y3,GISAID
EPI_ISL_390953|Yamagata|HA|Japan/Korea|2018-03-03,Japan/Korea,Y3,GISAID
EPI_ISL_390962|Yamagata|HA|Japan/Korea|2018-02-23,Japan/Korea,Y3,GISAID
EPI_ISL_316510|Yamagata|HA|Japan/Korea|2018-04-02,Japan/Korea,Y3,GISAID
EPI_ISL_316117|Yamagata|HA|Japan/Korea|2018-02-03,Japan/Korea,Y3,GISAID
EPI_ISL_293300|Yamagata|HA|Japan/Korea|2018-01-04,Japan/Korea,Y3,GISAID
EPI_ISL_314292|Yamagata|HA|Japan/Korea|2018-02-26,Japan/Korea,Y3,GISAID
EPI_ISL_390950|Yamagata|HA|Japan/Korea|2018-01-26,Japan/Korea,Y3,GISAID
EPI_ISL_306064|Yamagata|HA|Japan/Korea|2018-02-13,Japan/Korea,Y3,GISAID
EPI_ISL_316506|Yamagata|HA|Japan/Korea|2018-05-12,Japan/Korea,Y3,GISAID
EPI_ISL_389102|Yamagata|HA|Japan/Korea|2019-04-15,Japan/Korea,Y3,GISAID
EPI_ISL_377407|Yamagata|HA|Japan/Korea|2019-02-06,Japan/Korea,Y3,GISAID
EPI_ISL_394184|Yamagata|HA|Japan/Korea|2019-03-05,Japan/Korea,Y3,GISAID
EPI_ISL_350491|Yamagata|HA|Japan/Korea|2019-01-05,Japan/Korea,Y3,GISAID
EPI_ISL_389106|Yamagata|HA|Japan/Korea|2019-05-17,Japan/Korea,Y3,GISAID
EPI_ISL_377406|Yamagata|HA|Japan/Korea|2019-02-12,Japan/Korea,Y3,GISAID
EPI_ISL_377405|Yamagata|HA|Japan/Korea|2019-02-08,Japan/Korea,Y3,GISAID
EPI_ISL_394190|Yamagata|HA|Japan/Korea|2019-01-10,Japan/Korea,Y3,GISAID
EPI_ISL_500491|Yamagata|HA|Japan/Korea|2019-12-09,Japan/Korea,Y3,GISAID
EPI_ISL_391004|Yamagata|HA|Japan/Korea|2019-01-15,Japan/Korea,Y3,GISAID
EPI_ISL_377409|Yamagata|HA|Japan/Korea|2019-02-22,Japan/Korea,Y3,GISAID
EPI_ISL_377414|Yamagata|HA|Japan/Korea|2019-01-16,Japan/Korea,Y3,GISAID
EPI_ISL_377413|Yamagata|HA|Japan/Korea|2019-05-02,Japan/Korea,Y3,GISAID
EPI_ISL_364650|Yamagata|HA|Japan/Korea|2019-04-15,Japan/Korea,Y3,GISAID
EPI_ISL_364661|Yamagata|HA|Japan/Korea|2019-05-02,Japan/Korea,Y3,GISAID
EPI_ISL_389099|Yamagata|HA|Japan/Korea|2019-03-01,Japan/Korea,Y3,GISAID
EPI_ISL_390966|Yamagata|HA|Japan/Korea|2019-03-06,Japan/Korea,Y3,GISAID
EPI_ISL_398309|Yamagata|HA|Japan/Korea|2019-03-04,Japan/Korea,Y3,GISAID
EPI_ISL_94600|Yamagata|HA|NorthChina|2011-02-28,North China,Y1,GISAID
KT424138|BY|HA|NorthChina|2011-04-10,North China,Y1,GenBank
EPI_ISL_94627|Yamagata|HA|NorthChina|2011-04-06,North China,Y1,GISAID
EPI_ISL_94561|Yamagata|HA|NorthChina|2011-02-15,North China,Y1,GISAID
EPI_ISL_100813|Yamagata|HA|NorthChina|2011-10-14,North China,Y1,GISAID
EPI_ISL_94596|Yamagata|HA|NorthChina|2011-03-18,North China,Y1,GISAID
KT424139|BY|HA|NorthChina|2011-02-22,North China,Y1,GenBank
EPI_ISL_94571|Yamagata|HA|NorthChina|2011-03-10,North China,Y1,GISAID
EPI_ISL_94636|Yamagata|HA|NorthChina|2011-04-12,North China,Y1,GISAID
EPI_ISL_94604|Yamagata|HA|NorthChina|2011-02-27,North China,Y1,GISAID
KR107196|BY|HA|NorthChina|2011-03-23,North China,Y1,GenBank
EPI_ISL_100789|Yamagata|HA|NorthChina|2011-09-28,North China,Y2,GISAID
EPI_ISL_94594|Yamagata|HA|NorthChina|2011-03-09,North China,Y1,GISAID
KT424147|BY|HA|NorthChina|2011-04-08,North China,Y1,GenBank
EPI_ISL_94602|Yamagata|HA|NorthChina|2011-02-15,North China,Y1,GISAID
EPI_ISL_94595|Yamagata|HA|NorthChina|2011-03-10,North China,Y1,GISAID
EPI_ISL_94560|Yamagata|HA|NorthChina|2011-02-16,North China,Y1,GISAID
EPI_ISL_94658|Yamagata|HA|NorthChina|2011-05-15,North China,Y1,GISAID
EPI_ISL_94661|Yamagata|HA|NorthChina|2011-05-23,North China,Y1,GISAID
KR107195|BY|HA|NorthChina|2011-02-20,North China,Y1,GenBank
EPI_ISL_126336|Yamagata|HA|NorthChina|2012-04-05,North China,Y3,GISAID
EPI_ISL_126324|Yamagata|HA|NorthChina|2012-03-17,North China,Y3,GISAID
EPI_ISL_126272|Yamagata|HA|NorthChina|2012-02-07,North China,Y3,GISAID
KT424150|BY|HA|NorthChina|2012-01-16,North China,Y1,GenBank
EPI_ISL_126282|Yamagata|HA|NorthChina|2012-02-16,North China,Y3,GISAID
EPI_ISL_126317|Yamagata|HA|NorthChina|2012-03-12,North China,Y3,GISAID
EPI_ISL_126290|Yamagata|HA|NorthChina|2012-02-22,North China,Y3,GISAID
EPI_ISL_126316|Yamagata|HA|NorthChina|2012-03-12,North China,Y3,GISAID
KT424143|BY|HA|NorthChina|2012-01-05,North China,Y3,GenBank
EPI_ISL_122159|Yamagata|HA|NorthChina|2012-03-21,North China,Y3,GISAID
EPI_ISL_126330|Yamagata|HA|NorthChina|2012-04-03,North China,Y3,GISAID
EPI_ISL_126340|Yamagata|HA|NorthChina|2012-04-09,North China,Y3,GISAID
EPI_ISL_126342|Yamagata|HA|NorthChina|2012-04-11,North China,Y3,GISAID
EPI_ISL_126306|Yamagata|HA|NorthChina|2012-03-06,North China,Y3,GISAID
EPI_ISL_126344|Yamagata|HA|NorthChina|2012-04-15,North China,Y3,GISAID
EPI_ISL_126280|Yamagata|HA|NorthChina|2012-02-13,North China,Y2,GISAID
EPI_ISL_126281|Yamagata|HA|NorthChina|2012-02-14,North China,Y3,GISAID
EPI_ISL_126296|Yamagata|HA|NorthChina|2012-03-02,North China,Y3,GISAID
MG196328|BY|HA|NorthChina|2013-12-20,North China,Y1,GenBank
EPI_ISL_153350|Yamagata|HA|NorthChina|2013-12-04,North China,Y3,GISAID
EPI_ISL_158703|Yamagata|HA|NorthChina|2013-11-02,North China,Y1,GISAID
KU242739|BY|HA|NorthChina|2013-12-06,North China,Y1,GenBank
MG196324|BY|HA|NorthChina|2013-12-05,North China,Y1,GenBank
MG196321|BY|HA|NorthChina|2013-12-01,North China,Y1,GenBank
KU242741|BY|HA|NorthChina|2013-11-30,North China,Y1,GenBank
KR150982|BY|HA|NorthChina|2013-11-10,North China,Y1,GenBank
MG196322|BY|HA|NorthChina|2013-11-21,North China,Y1,GenBank
MG196327|BY|HA|NorthChina|2013-12-20,North China,Y1,GenBank
KR150983|BY|HA|NorthChina|2013-11-24,North China,Y1,GenBank
MG196325|BY|HA|NorthChina|2013-12-05,North China,Y1,GenBank
EPI_ISL_157034|Yamagata|HA|NorthChina|2013-11-03,North China,Y1,GISAID
KJ439760|BY|HA|NorthChina|2013-12-26,North China,Y1,GenBank
KT383651|BY|HA|NorthChina|2014-03-25,North China,Y1,GenBank
KX687795|BY|HA|NorthChina|2014-12-11,North China,Y3,GenBank
KT383650|BY|HA|NorthChina|2014-07-27,North China,Y1,GenBank
EPI_ISL_169680|Yamagata|HA|NorthChina|2014-11-09,North China,Y3,GISAID
KJ439762|BY|HA|NorthChina|2013-12-30,North China,Y1,GenBank
KT383652|BY|HA|NorthChina|2014-03-27,North China,Y1,GenBank
KT383648|BY|HA|NorthChina|2014-01-21,North China,Y1,GenBank
KJ439763|BY|HA|NorthChina|2013-12-30,North China,Y1,GenBank
KJ439764|BY|HA|NorthChina|2013-12-30,North China,Y1,GenBank
EPI_ISL_178060|Yamagata|HA|NorthChina|2014-12-22,North China,Y3,GISAID
MG196320|BY|HA|NorthChina|2013-12-30,North China,Y1,GenBank
KT383649|BY|HA|NorthChina|2014-02-23,North China,Y1,GenBank
KX687788|BY|HA|NorthChina|2014-12-26,North China,Y3,GenBank
KT383625|BY|HA|NorthChina|2015-04-13,North China,Y1,GenBank
KT383633|BY|HA|NorthChina|2015-03-17,North China,Y3,GenBank
KT383636|BY|HA|NorthChina|2015-03-22,North China,Y3,GenBank
KT383646|BY|HA|NorthChina|2015-04-02,North China,Y3,GenBank
KT383629|BY|HA|NorthChina|2015-05-04,North China,Y1,GenBank
EPI_ISL_178062|Yamagata|HA|NorthChina|2015-02-03,North China,Y3,GISAID
KT383642|BY|HA|NorthChina|2015-03-30,North China,Y3,GenBank
KT383622|BY|HA|NorthChina|2015-04-05,North China,Y3,GenBank
KT383615|BY|HA|NorthChina|2015-03-30,North China,Y3,GenBank
KX687792|BY|HA|NorthChina|2015-02-26,North China,Y3,GenBank
EPI_ISL_178044|Yamagata|HA|NorthChina|2014-12-29,North China,Y3,GISAID
KT383628|BY|HA|NorthChina|2015-04-17,North China,Y1,GenBank
KT383598|BY|HA|NorthChina|2015-03-31,North China,Y3,GenBank
KT383596|BY|HA|NorthChina|2015-03-30,North China,Y3,GenBank
